
"ID_TRANSACCION_ORGANISMO","PROVIDER","TIPO_TARJETA","NUMERO_SERIE_HEX","FECHA_HORA_TRANSACCION","LINEA","ESTACION","AUTOBUS","RUTA","EQUIPO","TIPO_EQUIPO","LOCATION_ID","TIPO_TRANSACCION","SALDO_ANTES_TRANSACCION","MONTO_TRANSACCION","SALDO_DESPUES_TRANSACCION","PERFIL1","PERFIL2","PERFIL3","SAM_SERIAL_HEX_ULTIMA_RECARGA","SAM_SERIAL_HEX","CONTADOR_RECARGAS","CONTADOR_VALIDACIONES","EVENT_LOG","LOAD_LOG","PURCHASE_LOG","MAC","COUNTER_VALUE","COUNTER_AMOUNT","SAM_COUNTER","ENVIRONMENT","ENVIRONMENT_ISSUER_ID","CONTRACT","CONTRACT_TARIFF","CONTRACT_SALE_SAM","CONTRACT_RESTRICT_TIME","CONTRACT_VALIDITY_START_DATE","CONTRACT_VALIDITY_DURATION"
"123768961","15","1","0000000094BAA8BC","2024-10-16 15:12:19","12","","8E","40","01","4","12448E","03","2500","800","1700","0","  0","  0","AE10D1D6","AEC426C1","","3,388","0100004003011512448E34462ED30003201512448E34462ED301010000","","00000000000000000000000000000000000000000000000000000000000000C00040B3EE1792D20006A4FCE027A60390C0AEC426C1000D3C0006A40040","000000000000000000000000000003BCC230666BEFF7A6000D182F36116AE3765489","000000","000000","00A6F4","1484013200000000267034B40000010101000000000000000000000000","32","010119673F01328180000000000000002698AE10D0FF00A6F4C44D94E8","1","AE10D0FF","00","2024-01-20 00:00:00","63"
"123769099","15","1","0000000005C12AD2","2024-10-16 18:11:48","12","","8E","30","01","4","12348E","03","2500","800","1700","0","  0","  0","AEC4096B","AEC426C1","","3,389","0100004303011512348E344658E40003201512348E344658E401010000","","00000000000000000000000000000000000000000000000000000000000000C00043A8F299C9380006A4FCE027A60443C0AEC426C1000D3D0006A40043","00000000000000000000000000000332591AC87AC6F577000D19B820C6645CE96378","000000","000000","0020B6","1484010100000000261E34630000000000000000000000000000000000","01","010119E13F0101818000000000000000261EAE10E2780020B6C42D937E","1","AE10E278","00","2023-09-20 00:00:00","63"
"123769101","15","1","000000007C5CF499","2024-10-16 18:11:50","12","","8E","30","01","4","12348E","03","1100","800","300","0","  0","  0","AE10E260","AEC426C1","","3,390","0100003603011512348E344658E60003201512348E344658E601010000","","00000000000000000000000000000000000000000000000000000000000000C00031D6A8C49CE600012CFCE027A60443C0AEC426C1000D3E00012C0031","000000000000000000000000000003099AEC8435089663000D1A538E5CB9F85A62EC","000000","000000","004B80","148401010000000024FA333F0000000000000000000000000000000000","01","01011AC63F01028180000000000000002539AE10DFEC004B80C43B4AC5","1","AE10DFEC","00","2023-02-03 00:00:00","63"
"123769127","15","1","00000000C85123C4","2024-10-16 19:32:04","12","","8E","30","01","4","12348E","03","3840","800","3040","0","  0","  0","AEC40B82","AEC426C1","","3,391","0100025C03011512348E34466BB40003201512348E34466BB401010000","","00000000000000000000000000000000000000000000000000000000000000C0026E22E2AE786D000BE0FCE027A60494C0AEC426C1000D3F000BE0026E","0000000000000000000000000000034BA5F6EDA9F43256000D1B33BD926469755D34","000000","000000","0007AE","148401321234567820772EBB0000010101000000000000000000000000","32","01011F883F01328180000000000000002077AE10D2170007AEC47B718B","1","AE10D217","00","2019-10-04 00:00:00","63"
"123769129","15","1","00000000C3A9D2F9","2024-10-16 19:33:31","12","","8E","30","01","4","12348E","03","9500","800","8700","0","  0","  0","AEC40B83","AEC426C1","","3,392","0100005103011512348E34466C0B0003201512348E34466C0B01010000","","00000000000000000000000000000000000000000000000000000000000000C000783233F1732C0021FCFCE027A60495C0AEC426C1000D400021FC0078","000000000000000000000000000003308778DD5948E73B000D1C5E1292DCD4BC4C62","000000","000000","008879","148401320000000121372F7B0000010100000000000000000000000000","32","01011EC83F01328180000000000000002137AE10D1C2008879C4455A6B","1","AE10D1C2","00","2020-04-13 00:00:00","63"
"123769131","15","1","0000000094110C9B","2024-10-16 19:34:00","12","","8E","30","01","4","12048E","51","","","","0","  0","  0","","","","","","","","00000000000000000000000000000000000000000000000000000000000000000000","000000","000000","","","","","","","","",""
"123769134","15","1","0000000093BE5754","2024-10-16 19:34:03","12","","8E","30","01","4","12348E","03","1900","800","1100","0","  0","  0","AE10E1C7","AEC426C1","","3,393","0100004803011512348E34466C2B0003201512348E34466C2B01010000","","00000000000000000000000000000000000000000000000000000000000000C0038C993C5A03F000044CFCE027A60496C0AEC426C1000D4100044C038C","000000000000000000000000000003D2A2556FF6C5150F000D1D9BDD1C6DE60D2C20","000000","000000","001FFD","1484010112345678205B2E9F0000010101000000000000000000000000","01","01011FA43F0101818000000000000000205BAEC13FAB001FFDC49FA7D5","1","AEC13FAB","00","2019-09-06 00:00:00","63"
"123769136","15","1","00000000C33ADCFC","2024-10-16 19:45:18","12","","8E","30","01","4","12348E","03","2100","800","1300","0","  0","  0","AEC29D1E","AEC426C1","","3,394","01FFFF9803011512348E34466ECE0003201512348E34466ECE01010000","","00000000000000000000000000000000000000000000000000000000000000C0019AEAADEB3AE7000514FCE027A604A1C0AEC426C1000D42000514019A","00000000000000000000000000000335D74DB7A1F29661000D1E2059F46E0DC41756","000000","000000","001483","1484013200000001207C2EC10000010100000000000000000000000000","32","01011F833F0132818000000000000000207CAE10D214001483C40DF5C8","1","AE10D214","00","2019-10-09 00:00:00","63"
"123777156","15","1","000000007C1A51EB","2024-10-16 22:49:39","12","","8E","20","01","4","12248E","03","3100","800","2300","0","  0","  0","AEC40B83","AEC426C1","","3,395","0101001D03011512248E34469A030003201512248E34469A0301010000","","00000000000000000000000000000000000000000000000000000000000000C0011C24EED4CC4D0008FCFCE027A60559C0AEC426C1000D430008FC011C","000000000000000000000000000003CC9C850871E94C23000D1F80581CA5999F7CF7","000000","000000","000397","1484013200000000256133A60000000000000000000000000000000000","32","010119F13F0132818000000000000000260EAEC29B5B000397C499DE39","1","AEC29B5B","00","2023-09-04 00:00:00","63"
"123797721","15","1","00000000C837BE4E","2024-10-16 05:30:29","12","","1C","10","01","4","12141C","03","6100","800","5300","0","  0","  0","AE10D0FF","AEC426C3","","2,652","0100007303011512141C3445A6750003201512141C3445A67501010000","","00000000000000000000000000000000000000000000000000000000000000C00333003B1CAEE80014B4FCE027A6014AC0AEC426C3000A5C0014B40333","00000000000000000000000000000347433AA39C33B215000A47C84F8AE82F88BE51","000000","000000","0019C5","1484013212345678207B2EBF0000010101000000000000000000000000","32","01011F843F0132818000000000000000207BAE10D0FF0019C5C4B24D13","1","AE10D0FF","00","2019-10-08 00:00:00","63"
